SA2_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
127011597,2591,172,86,41,0,3,9,2898
127011726,577,71,30,0,0,0,3,682
127011727,2102,160,91,22,3,0,4,2387
127011728,1752,116,54,22,0,0,0,1940
127011729,2515,210,106,20,0,4,8,2866
127021509,2030,108,52,50,6,0,6,2255
127021510,2690,130,41,22,4,0,12,2905
127021511,2172,254,85,66,6,0,22,2601
127021512,1868,140,80,44,6,5,16,2171
127021513,2304,207,98,61,14,3,13,2700
127021514,1391,66,21,29,0,0,3,1517
127021515,1992,103,47,28,3,0,8,2189
127021516,2653,120,56,49,4,3,10,2894
127021517,1157,46,19,18,0,0,3,1245
127021518,558,22,9,3,0,0,0,593
127021519,2348,125,51,31,0,0,6,2565
127021520,1388,56,31,44,0,0,8,1527
127021521,3,0,0,0,0,0,0,3
127031522,2159,156,62,23,0,0,9,2410
127031523,2825,200,69,23,3,0,0,3125
127031524,2985,230,84,34,0,0,6,3330
127031599,1348,71,38,30,0,0,11,1500
127031601,544,38,14,3,3,0,0,604
127031730,1870,116,39,33,3,0,0,2072
127031731,1663,123,31,14,0,0,9,1839
127031732,1494,80,32,26,0,0,3,1640
127031733,2291,138,71,36,5,0,7,2548
128011529,2382,228,75,10,0,0,3,2699
128011530,2280,202,71,11,0,0,10,2583
128011531,1939,155,59,15,0,0,5,2165
128011602,1278,163,51,8,0,0,0,1498
128011603,1809,132,55,7,0,0,4,2012
128011604,2221,227,70,19,4,0,4,2533
128011605,520,28,14,4,0,0,0,560
128011606,1129,99,23,5,0,0,3,1273
128021533,826,67,25,7,0,0,4,928
128021534,1504,113,29,17,0,0,3,1667
128021535,2956,237,94,24,3,0,4,3321
128021536,3219,207,64,11,0,0,0,3505
128021537,3,0,0,0,0,0,0,3
128021538,2415,241,63,12,0,0,6,2731
128021607,2340,181,81,13,3,0,3,2627
128021608,1064,53,36,5,0,0,3,1165
128021609,553,39,17,4,0,0,0,613
197979799,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0
201011001,1924,188,109,25,4,3,7,2259
201011002,1051,76,16,4,0,0,4,1147
201011005,821,54,34,4,0,0,7,925
201011006,999,101,77,13,0,5,7,1201
201011007,561,40,33,15,0,0,0,645
201011008,1117,115,89,17,4,0,8,1348
201011481,697,69,31,9,0,0,5,802
201011482,1577,96,41,6,0,0,4,1734
201011483,970,109,53,14,0,0,7,1147
201011484,769,98,68,19,3,3,11,964
201021009,672,56,39,11,0,0,6,780
201021010,673,58,40,5,6,0,4,779
201021011,716,56,32,4,0,0,8,816
201021012,691,54,30,5,0,0,9,793
201031013,236,24,9,7,0,0,4,282
201031014,344,29,22,3,0,0,5,403
201031015,470,44,35,5,0,0,7,564
201031016,498,57,32,4,3,0,3,593
201031017,368,46,37,4,0,0,9,469
202011018,996,87,41,13,0,3,8,1150
202011019,975,128,80,18,3,4,13,1215
202011020,1108,110,45,18,0,0,4,1282
202011021,781,64,32,0,0,0,0,884
202011022,1608,174,100,13,3,0,15,1916
202011023,773,57,32,4,0,0,3,873
202011024,1413,111,62,3,0,0,3,1589
202011025,1474,158,93,23,4,0,14,1756
202021026,1032,63,46,12,5,0,10,1165
202021027,826,72,26,6,0,0,4,937
202021028,799,61,29,4,0,0,0,884
202021029,345,42,29,5,0,0,3,421
202021030,1060,65,45,6,0,0,3,1179
202021031,925,62,29,8,0,0,0,1023
202031032,495,49,22,0,0,0,3,571
202031033,552,44,23,6,0,0,10,628
203011034,1054,71,40,6,0,0,8,1177
203011035,1001,85,49,5,4,0,4,1153
203011036,746,74,19,4,0,0,0,848
203021037,1378,110,49,0,0,0,0,1541
203021039,1041,83,31,4,3,0,0,1169
203021040,2209,141,51,11,0,0,5,2415
203021042,2837,180,89,10,0,0,7,3124
203021043,2285,184,115,25,5,3,14,2636
203021044,1343,156,72,15,0,0,7,1592
203021045,1040,132,56,10,3,0,6,1257
203021046,1222,56,12,8,0,0,0,1300
203021047,1413,125,51,15,0,5,5,1620
203021485,1047,92,61,5,0,0,3,1215
203021486,1481,166,94,24,10,0,12,1782
203021487,2631,190,100,22,3,0,11,2956
203021488,489,52,26,8,0,0,6,581
203031048,1524,177,95,17,0,0,12,1831
203031049,500,31,3,3,0,0,0,541
203031051,595,57,17,0,0,0,7,680
203031052,426,25,10,0,0,0,0,466
203031053,3009,190,85,7,0,0,0,3284
203031489,1298,99,60,7,0,0,0,1459
203031490,2144,147,50,11,0,0,5,2363
204011054,482,51,20,4,0,0,0,557
204011055,463,54,26,9,9,0,0,549
204011056,1523,155,91,19,5,0,8,1799
204011057,789,72,27,4,3,0,7,901
204011058,347,32,14,0,0,0,4,406
204011059,448,58,22,0,0,0,6,529
204011060,465,38,23,9,5,0,4,540
204011061,16,4,4,0,0,0,0,17
204011062,287,29,15,0,0,0,4,333
204021063,675,80,48,12,0,0,7,817
204021064,326,32,13,0,0,0,8,386
204021065,361,33,22,0,0,0,6,415
204021066,1586,143,103,11,7,3,15,1871
204021067,990,78,39,7,4,0,13,1138
204031068,428,30,13,0,0,0,0,471
204031069,736,55,21,5,0,0,9,821
204031070,306,38,19,0,0,0,0,360
204031071,389,37,19,0,0,0,4,447
204031072,492,37,17,4,0,0,3,563
204031073,1333,152,93,19,0,3,10,1613
204031075,574,40,28,5,0,0,4,647
204031491,1470,128,90,16,0,0,11,1718
204031492,1060,129,79,18,0,0,9,1296
205011076,1846,200,132,20,9,4,14,2221
205011077,623,56,25,3,3,0,4,728
205011078,745,72,57,11,0,0,4,893
205011079,2203,222,132,24,4,0,13,2589
205021080,0,0,0,0,0,0,0,0
205021081,1215,132,66,4,0,4,17,1439
205021082,729,59,40,14,0,0,12,865
205021083,0,0,0,0,0,0,0,0
205021084,714,76,41,9,0,0,7,847
205021085,420,35,29,7,0,0,6,499
205021086,396,56,17,7,0,0,0,476
205031087,691,52,28,7,0,0,8,783
205031088,10,0,0,0,0,0,0,9
205031089,929,89,56,10,3,0,7,1088
205031090,1011,104,50,6,0,0,7,1185
205031091,1009,79,40,4,0,0,10,1148
205031092,0,0,0,0,0,0,0,0
205031093,2052,202,107,12,6,0,18,2385
205041094,1069,116,65,6,0,0,16,1275
205041095,1179,164,113,12,0,0,17,1482
205041096,860,120,76,14,3,0,15,1093
205041098,471,51,38,3,0,0,6,575
205041493,969,132,61,10,0,5,3,1181
205041494,1571,169,93,6,0,0,10,1861
205051099,0,0,0,0,0,0,0,0
205051100,378,20,15,0,0,0,9,424
205051101,1308,116,73,14,0,0,6,1529
205051102,400,31,19,3,3,0,3,458
205051103,1256,137,79,4,3,0,8,1484
205051104,376,58,23,4,0,0,6,464
206011106,831,36,10,5,0,0,0,877
206011107,1253,45,22,9,0,0,0,1330
206011109,1431,63,17,0,0,0,0,1524
206011495,951,44,9,0,0,0,0,1006
206011496,837,40,14,3,0,0,4,899
206011497,1188,57,19,3,0,0,8,1270
206011498,1710,55,27,7,0,0,0,1804
206021110,1002,54,8,7,0,0,0,1066
206021112,1940,77,28,8,0,0,0,2059
206021499,1614,54,26,0,0,0,0,1706
206021500,999,45,15,5,0,0,0,1063
206031113,1685,86,17,12,0,0,4,1803
206031115,611,28,12,5,0,0,0,654
206031116,1655,84,20,5,0,0,0,1767
206031501,2113,81,24,4,0,0,4,2228
206031502,1277,64,23,4,0,0,0,1367
206041117,449,21,16,4,0,0,0,494
206041118,862,57,11,3,0,0,0,938
206041119,214,18,0,0,0,0,0,232
206041120,0,0,0,0,0,0,0,0
206041121,915,34,5,0,0,0,0,957
206041124,291,11,10,0,0,0,0,307
206041125,351,17,4,0,0,0,0,370
206041127,0,0,0,0,0,0,0,0
206041503,271,15,5,0,0,0,5,298
206041504,277,13,5,0,0,0,3,296
206041505,362,26,0,0,0,0,0,391
206041506,881,50,11,9,0,0,4,958
206041507,0,0,0,0,0,0,0,0
206041508,310,28,5,0,0,0,0,344
206041509,577,29,4,0,0,0,5,614
206041510,382,23,9,0,0,0,0,411
206051128,1401,89,24,6,3,0,0,1526
206051129,1138,89,28,6,0,0,0,1265
206051130,1377,126,28,7,0,0,4,1546
206051134,1093,52,18,0,0,0,0,1167
206051511,94,19,5,0,0,0,0,113
206051512,793,50,13,0,0,0,0,857
206051513,488,31,12,4,0,0,0,537
206051514,659,66,10,4,0,0,0,741
206061135,758,38,10,0,0,0,0,809
206061136,1077,63,19,0,0,0,0,1152
206061138,1072,58,19,3,0,0,0,1155
206061515,367,30,0,0,0,0,0,396
206061516,490,41,7,7,0,0,0,541
206071139,508,42,6,0,3,0,5,555
206071140,581,40,12,0,0,0,0,632
206071141,360,27,14,4,0,0,0,406
206071142,492,41,14,3,0,0,0,548
206071143,1006,42,21,3,0,0,0,1066
206071145,960,47,17,4,0,0,3,1033
206071517,1226,50,6,4,0,0,0,1290
206071518,747,68,13,6,0,0,3,838
207011146,1170,44,15,3,0,0,3,1238
207011147,2077,89,24,7,0,0,6,2206
207011148,3191,112,37,19,0,0,6,3370
207011149,2686,109,31,12,3,0,4,2848
207011150,2470,72,39,3,0,0,0,2587
207011152,1585,61,30,3,0,0,6,1680
207011154,888,22,14,4,0,0,0,933
207011155,2108,95,21,10,0,0,3,2236
207011519,940,45,8,3,0,0,3,998
207011520,949,41,12,6,0,0,0,1010
207011521,1326,45,16,5,0,0,4,1398
207011522,1478,72,22,3,0,0,0,1581
207021156,1427,53,21,0,0,0,6,1517
207021157,2745,120,41,18,3,0,10,2937
207021159,2294,107,43,18,0,0,6,2464
207021160,1841,106,26,10,0,0,4,1988
207021424,2249,100,23,15,0,0,6,2391
207021425,2094,68,32,14,3,0,0,2203
207031161,2885,101,45,7,0,0,5,3042
207031162,1437,58,23,3,0,0,4,1523
207031163,2071,105,26,10,0,0,4,2224
207031164,2281,101,39,12,0,0,11,2438
207031165,1072,47,15,6,0,0,0,1144
207031166,1270,63,16,8,0,0,0,1355
207031167,1280,66,15,8,0,0,0,1372
208011168,1927,85,43,5,0,0,4,2067
208011169,2642,149,44,16,0,0,0,2848
208011170,2235,122,47,3,0,0,6,2411
208011171,1602,97,40,7,0,0,0,1740
208011172,2351,136,27,7,0,0,5,2521
208011173,2072,101,26,5,0,0,6,2216
208021174,3299,148,60,8,0,0,6,3524
208021176,1883,59,22,3,0,0,0,1972
208021177,2310,101,21,0,0,0,0,2441
208021178,2216,106,25,7,0,0,0,2352
208021179,1269,54,18,0,0,0,0,1351
208021180,921,36,12,4,0,0,4,971
208021181,1146,47,9,3,0,0,8,1203
208021182,1495,68,16,4,0,0,0,1587
208021426,2406,91,38,12,0,0,0,2559
208021427,1921,108,41,6,0,0,0,2076
208031183,1391,63,33,7,0,0,0,1497
208031184,0,0,0,0,0,0,0,0
208031185,1287,142,40,4,5,0,3,1478
208031186,1486,130,41,8,0,0,8,1665
208031187,722,46,14,5,0,0,0,785
208031188,2804,143,42,8,0,0,6,3000
208031189,1729,105,31,6,0,0,3,1882
208031190,1444,77,31,6,0,0,0,1555
208031191,1152,72,37,3,0,0,5,1263
208031192,0,0,0,0,0,0,0,0
208031193,2617,166,71,3,0,0,0,2863
208041194,2187,100,39,6,0,0,0,2333
208041195,2668,90,17,5,0,0,4,2797
209011196,1181,52,25,7,0,0,0,1267
209011197,2685,153,60,13,0,0,5,2924
209011198,1917,90,24,5,0,0,0,2035
209011199,1327,72,29,6,0,0,4,1439
209011200,1499,58,17,7,0,0,0,1580
209011201,1087,43,12,0,0,0,0,1144
209011202,2029,111,34,11,0,6,4,2181
209011203,2511,105,44,7,0,0,3,2670
209011204,1116,62,34,0,0,0,0,1212
209021205,1113,55,22,7,0,0,0,1191
209021428,1879,96,32,9,0,0,5,2026
209021429,1503,56,23,6,0,0,6,1592
209021523,1340,79,30,16,0,0,7,1465
209021524,1081,45,21,6,0,0,8,1172
209021525,1166,69,24,7,0,0,4,1276
209021526,1524,80,22,10,0,0,0,1635
209031209,3336,196,65,7,0,0,5,3621
209031210,478,35,17,6,0,0,0,530
209031211,438,50,31,3,0,0,0,525
209031212,611,46,20,5,0,0,0,689
209031213,1420,70,33,4,0,0,0,1527
209031214,994,60,25,0,0,0,9,1080
209031215,2032,156,58,14,0,0,0,2267
209041216,898,45,6,4,0,0,4,960
209041217,593,42,10,8,0,0,0,649
209041220,2334,88,50,21,0,0,10,2505
209041221,1395,73,31,12,0,0,0,1522
209041223,2119,105,44,35,3,0,12,2323
209041224,2856,237,164,31,8,6,16,3310
209041225,1236,80,42,15,0,0,3,1384
209041431,1610,93,53,15,0,0,6,1781
209041432,833,53,25,22,0,0,4,933
209041433,1783,79,31,18,0,0,0,1916
209041435,1991,91,50,25,0,0,3,2158
209041436,1659,90,34,7,0,0,5,1797
209041437,3816,150,76,53,0,0,5,4107
209041527,2331,178,96,21,0,0,9,2628
209041528,1440,108,60,16,0,0,8,1628
209041529,1027,53,29,12,0,0,9,1128
209041530,1667,58,37,18,0,0,4,1783
209041531,1545,106,55,18,0,0,0,1726
209041532,1740,112,82,19,0,0,3,1957
210011226,901,55,22,5,0,0,0,985
210011227,0,0,0,0,0,0,0,0
210011228,1100,48,19,0,5,0,3,1186
210011230,975,53,18,8,0,0,0,1052
210011231,1461,58,27,10,0,0,3,1564
210011533,1473,51,32,9,0,0,5,1577
210011534,1931,104,30,8,0,0,4,2071
210021232,1897,112,48,3,0,0,9,2062
210021233,442,24,11,5,0,0,0,474
210021234,566,30,23,0,0,0,3,630
210021235,1251,93,46,11,7,0,3,1411
210031236,953,49,19,0,0,0,3,1028
210031237,1640,41,30,15,0,0,0,1733
210031439,422,23,10,3,0,0,0,458
210031440,698,35,9,11,0,0,3,761
210031535,1511,60,24,14,3,0,4,1605
210031536,881,35,15,12,0,0,0,941
210031537,902,37,12,8,0,0,3,960
210031538,2014,92,27,8,3,0,0,2144
210041240,1707,128,65,9,0,0,12,1928
210041539,629,40,28,14,0,0,0,708
210041540,1602,136,82,10,4,0,8,1839
210041541,1324,121,72,3,0,0,4,1522
210051242,1288,61,36,23,5,0,3,1406
210051243,1767,67,42,23,4,0,7,1918
210051245,2093,120,58,15,3,0,5,2296
210051246,3420,151,64,21,0,0,7,3662
210051247,1776,85,37,34,0,0,5,1932
210051248,7,0,0,0,0,0,0,7
210051250,637,35,19,3,0,0,5,702
210051441,988,59,21,13,0,0,7,1094
210051442,1856,83,47,24,0,0,3,2018
210051443,3165,126,53,39,4,0,7,3399
210051445,3546,175,78,41,0,6,4,3851
210051542,1622,50,29,20,0,0,3,1720
210051543,1922,87,40,14,0,3,4,2067
210051544,1324,48,24,12,0,0,0,1412
210051545,2213,61,34,26,0,0,0,2334
211011251,1302,96,39,12,0,0,4,1450
211011254,2277,129,40,9,0,0,4,2463
211011255,1050,52,24,9,0,0,0,1134
211011256,2141,126,50,17,0,0,6,2333
211011257,1186,70,29,8,0,0,0,1293
211011258,1531,90,38,10,0,0,0,1678
211011259,1885,115,35,7,5,0,7,2054
211011260,2322,135,43,23,0,0,4,2528
211011446,2358,200,81,29,3,0,10,2670
211011447,1474,103,67,16,3,0,6,1667
211011448,1917,144,56,10,7,0,6,2133
211011449,540,33,22,3,0,0,6,607
211021261,2292,99,31,19,0,0,6,2447
211021262,1449,78,29,10,0,0,0,1568
211031263,1428,107,58,11,0,0,3,1609
211031265,2560,160,61,5,0,0,3,2792
211031266,1983,130,50,14,3,0,6,2187
211031267,2679,133,49,13,3,0,4,2884
211031268,1325,69,20,7,0,0,3,1435
211031450,1588,110,64,15,0,0,6,1789
211031451,1552,122,42,13,0,0,3,1737
211031452,607,34,20,3,0,0,0,660
211041269,1324,52,12,11,0,0,0,1398
211041270,2136,97,31,14,0,0,0,2290
211041271,1519,58,15,9,0,0,5,1606
211041272,1563,72,20,10,4,0,0,1675
211041273,1571,67,28,10,0,0,4,1674
211051274,1278,96,45,14,0,0,3,1438
211051275,1479,109,64,11,0,0,4,1672
211051276,1388,152,71,13,3,0,8,1622
211051277,1038,70,42,4,0,0,5,1165
211051278,2178,195,89,17,0,0,6,2489
211051279,681,62,34,3,0,0,5,778
211051280,889,83,26,3,0,0,9,1012
211051281,2751,246,109,36,5,0,11,3163
211051282,1152,76,25,13,0,0,3,1277
211051283,1250,109,57,11,0,0,3,1439
211051284,1260,84,45,3,0,0,0,1399
211051285,995,100,43,10,0,0,3,1145
211051286,1584,140,103,18,0,4,15,1874
212011289,2342,197,92,8,0,0,14,2662
212011546,3225,207,112,17,4,4,10,3577
212011547,1135,84,53,0,0,0,3,1283
212011548,1102,112,69,15,5,0,3,1306
212011549,1618,165,98,18,6,0,11,1912
212011550,942,73,42,7,0,0,0,1063
212011551,526,50,22,5,5,0,3,607
212011552,3156,258,199,42,4,0,20,3674
212021293,2760,201,74,17,3,0,3,3063
212021295,1117,71,48,13,0,0,10,1251
212021297,1338,73,37,21,0,0,5,1467
212021299,1164,63,21,14,0,0,7,1271
212021453,1576,91,37,18,3,0,4,1725
212021454,1790,73,47,20,0,0,4,1933
212021455,1784,126,49,11,5,0,4,1978
212021456,1678,101,44,26,7,3,11,1872
212021553,2699,175,92,20,0,0,6,2991
212021554,1687,106,72,14,0,0,0,1881
212031300,2112,199,103,31,3,0,15,2462
212031303,2345,212,107,19,0,0,11,2693
212031304,2923,150,136,39,5,0,9,3260
212031306,2897,145,57,42,0,5,8,3150
212031308,904,100,54,8,3,0,3,1082
212031457,1973,121,82,25,0,0,3,2206
212031458,2322,130,77,28,3,3,7,2570
212031555,1807,88,49,16,0,0,3,1966
212031556,2344,161,85,49,0,0,3,2644
212031557,3345,177,120,69,5,3,15,3730
212031558,1660,134,74,36,5,5,5,1917
212031559,2006,101,71,23,0,0,4,2212
212031560,1407,126,59,19,9,0,7,1634
212031561,1612,94,44,27,3,4,4,1787
212031562,1584,109,56,33,7,3,9,1800
212041309,1486,47,21,22,0,0,8,1582
212041310,1403,68,32,27,0,4,10,1539
212041312,2576,145,50,44,0,0,12,2834
212041313,1389,86,44,9,0,0,0,1534
212041316,856,50,28,18,0,0,6,955
212041317,2174,133,66,60,5,0,13,2445
212041318,1373,106,46,41,0,3,10,1585
212041459,1197,69,32,17,3,0,9,1322
212041460,1905,158,73,51,10,4,15,2214
212041563,1959,111,34,24,3,4,0,2134
212041564,1007,27,19,11,0,0,3,1072
212041565,1729,104,49,50,3,3,11,1947
212041566,2433,99,61,39,0,0,5,2636
212051319,2213,113,36,15,0,0,0,2369
212051321,3002,103,32,27,0,0,10,3173
212051322,2814,102,35,23,0,0,0,2979
212051323,2239,75,25,12,0,0,5,2361
212051324,2620,102,35,11,0,0,4,2778
212051325,2591,110,50,34,0,0,9,2796
212051326,2682,137,37,20,3,0,4,2882
212051327,2686,91,36,25,0,0,3,2838
212051567,383,27,9,7,0,0,0,422
212051568,955,33,6,9,0,0,5,1008
213011328,594,33,18,14,0,0,3,665
213011329,1392,70,40,21,0,0,7,1529
213011331,956,56,16,14,0,0,3,1058
213011332,1495,67,40,23,4,0,0,1630
213011333,1465,95,60,38,9,5,7,1677
213011334,1822,145,66,50,3,7,12,2100
213011335,1567,116,54,36,0,0,15,1790
213011336,889,56,16,18,0,0,8,985
213011337,1200,91,51,38,0,0,3,1381
213011338,1874,115,63,35,0,0,5,2107
213011339,1378,103,47,20,5,4,4,1555
213011340,2482,127,44,15,3,0,3,2670
213011569,1982,91,71,45,0,0,12,2202
213011570,1300,60,33,27,0,0,0,1421
213021341,1466,98,35,8,0,0,0,1613
213021342,2035,132,65,8,3,0,7,2257
213021343,1566,83,47,16,0,0,3,1709
213021344,2478,132,40,4,0,0,0,2658
213021345,726,25,18,3,0,0,0,776
213021346,2010,120,32,4,0,0,8,2176
213031347,1723,147,43,34,3,0,9,1955
213031348,1086,59,16,10,5,0,5,1175
213031349,1337,64,25,9,0,4,7,1446
213031350,1104,48,16,4,0,0,5,1171
213031351,1208,54,23,4,0,0,5,1297
213031352,1872,87,17,5,0,0,4,1992
213041353,2697,254,157,21,3,3,14,3148
213041358,2316,194,126,48,5,3,14,2713
213041359,2259,131,62,45,3,4,4,2508
213041360,3180,160,75,29,0,3,6,3453
213041461,829,56,28,9,0,0,0,924
213041462,1061,56,29,9,0,0,0,1155
213041463,2910,168,88,39,6,0,15,3220
213041571,1184,80,64,21,0,0,4,1352
213041572,1112,63,37,10,0,0,4,1228
213041573,451,44,21,3,0,0,0,518
213041574,1552,75,55,14,4,3,0,1707
213041575,2456,126,57,17,3,0,9,2658
213041576,1212,109,69,21,3,0,9,1427
213041577,579,79,48,7,0,0,8,723
213041578,1600,134,100,36,3,0,20,1887
213051361,2220,154,73,36,7,0,13,2493
213051362,2037,135,75,39,0,0,12,2305
213051363,1340,61,21,20,5,0,3,1451
213051368,1827,160,76,17,0,4,11,2094
213051464,2915,145,96,22,0,0,4,3182
213051466,3364,139,70,34,3,0,6,3613
213051467,1881,145,75,29,0,0,13,2145
213051468,2687,224,116,13,10,0,9,3060
213051579,1693,86,57,22,0,0,0,1865
213051580,2073,122,47,18,3,0,7,2267
213051581,1459,96,47,9,0,0,0,1610
213051582,1574,69,39,30,0,3,0,1715
213051583,4328,147,113,78,9,0,23,4687
213051584,1117,37,26,22,0,0,3,1207
213051585,1603,77,38,21,0,0,5,1741
213051586,1308,35,16,19,0,0,0,1384
213051587,1569,43,33,21,0,0,3,1673
213051588,2843,87,44,46,0,0,13,3040
213051589,1099,81,55,21,5,3,3,1262
213051590,1710,100,50,36,4,0,6,1914
214011370,2215,235,125,20,10,0,6,2617
214011371,1768,219,107,15,4,0,7,2121
214011372,1378,187,103,21,7,5,14,1706
214011373,2277,174,72,7,0,0,0,2539
214011374,2926,266,164,27,3,5,12,3412
214011375,1568,163,58,21,9,0,11,1825
214011376,1735,177,96,15,0,0,6,2027
214021377,1012,139,50,0,0,0,6,1210
214021378,537,34,17,3,0,0,3,591
214021379,2063,202,103,16,3,0,10,2406
214021381,2568,130,48,8,0,0,9,2765
214021382,2361,177,84,9,0,0,4,2638
214021383,1498,129,53,9,5,0,8,1710
214021384,1641,139,69,10,5,0,8,1876
214021385,1964,228,125,14,0,0,13,2341
214021591,1554,155,70,12,0,0,11,1802
214021592,717,82,18,4,0,0,5,822
215011386,536,61,39,10,0,0,4,653
215011387,306,19,8,0,0,0,0,335
215011388,1464,153,105,13,0,3,15,1743
215011389,366,27,12,0,0,0,0,397
215011390,579,40,17,10,0,0,0,657
215011391,269,16,11,0,0,0,0,306
215011392,637,51,36,4,0,0,3,740
215011393,209,8,15,0,0,0,4,239
215011394,465,28,27,0,0,0,4,527
215021395,851,64,33,10,3,0,7,963
215021396,460,39,20,3,0,0,0,536
215021398,293,24,20,3,0,0,3,343
215021399,528,65,45,12,0,0,5,659
215021469,1216,143,77,21,0,4,15,1479
215021470,1428,122,98,17,9,0,18,1681
215031400,496,26,22,0,0,0,5,554
215031401,537,59,20,8,0,0,3,626
215031402,275,20,22,0,0,0,3,320
215031403,276,20,6,7,5,0,4,323
215031404,955,74,56,11,0,0,7,1099
215031405,569,52,32,8,0,0,3,664
216011406,1241,139,77,19,3,0,10,1492
216011407,991,93,64,5,0,0,5,1164
216011408,391,32,17,7,0,0,3,449
216011409,308,27,27,0,0,0,5,365
216011410,282,24,20,7,0,0,6,334
216021411,434,52,29,6,0,0,3,529
216021412,256,21,16,3,0,0,0,296
216021413,1033,91,68,13,5,0,12,1226
216021414,613,68,41,12,0,0,0,742
216031415,543,69,34,16,0,0,5,676
216031416,1879,162,84,25,3,0,15,2166
216031418,431,29,19,6,0,0,0,491
216031419,967,88,50,4,0,0,7,1125
216031593,1130,68,49,13,0,4,6,1265
216031594,1305,111,63,15,3,0,12,1503
217011420,721,66,37,6,0,0,10,841
217011421,870,61,39,7,0,0,12,986
217011422,857,97,49,4,0,0,5,1005
217011423,595,36,20,6,0,0,3,655
217031471,262,26,17,0,0,0,0,305
217031472,1066,92,38,11,0,0,5,1216
217031473,573,39,22,3,0,0,13,644
217031474,445,36,23,0,0,0,4,506
217031475,667,39,36,0,0,0,3,749
217031476,256,21,12,0,0,0,7,298
217041477,675,45,46,7,3,0,15,786
217041478,975,69,40,10,6,0,15,1111
217041479,2126,208,99,11,6,0,15,2454
217041480,1104,94,36,5,3,0,5,1250
297979799,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0
301011001,1729,227,107,14,3,0,6,2081
301011002,992,93,28,9,0,0,0,1118
301011003,1632,205,84,12,7,0,11,1952
301011004,1812,214,91,32,4,0,10,2167
301011005,350,33,14,3,0,0,0,400
301011006,1390,165,64,19,4,0,0,1636
301021007,1279,183,83,10,0,4,4,1561
301021008,706,67,20,8,0,0,6,805
301021009,1960,301,141,18,0,0,12,2430
301021011,1179,128,44,16,4,0,5,1379
301021012,2316,311,137,19,0,0,15,2799
301021013,1379,214,84,14,3,0,13,1699
301021550,130,16,5,0,0,0,0,155
301021551,270,71,26,0,0,0,13,379
301031014,0,0,0,0,0,0,0,0
301031015,835,95,24,0,0,0,0,963
301031016,1404,180,56,8,0,0,8,1653
301031017,497,63,27,3,0,0,0,585
301031018,968,118,47,12,3,0,5,1146
301031019,1484,131,50,5,0,0,0,1673
301031020,1484,165,57,13,0,0,3,1728
301031021,1550,237,96,16,3,3,8,1913
302011022,887,104,47,9,0,0,0,1050
302011023,1501,119,32,12,3,0,5,1672
302011024,1079,115,29,6,0,0,4,1231
302011025,1031,110,34,0,0,0,7,1184
302011026,1078,87,30,7,0,0,5,1206
302021027,1393,122,44,6,0,0,5,1568
302021028,631,76,19,3,0,0,0,742
302021029,776,82,22,12,0,0,0,881
302021030,500,53,22,0,0,0,4,586
302021031,1565,122,36,11,0,0,0,1731
302021032,578,58,17,6,0,0,5,666
302021033,757,65,34,0,0,0,9,856
302021034,1361,129,41,8,3,0,0,1540
302031035,940,102,41,13,3,0,6,1107
302031036,0,0,0,0,0,0,0,0
302031037,96,23,9,0,0,0,0,116
302031038,777,65,30,8,5,0,4,890
302031039,1210,129,56,7,0,0,3,1418
