SA2_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
302031040,910,98,28,6,0,0,6,1051
302041041,2050,213,92,17,0,0,5,2391
302041042,1102,127,39,7,0,0,7,1286
302041043,375,45,10,0,0,0,0,427
302041044,729,64,19,0,0,0,5,818
302041045,1445,119,47,19,0,0,6,1639
302041046,704,77,29,14,4,0,4,832
303011047,1644,123,46,8,0,0,0,1825
303011048,752,67,24,3,0,0,0,846
303011049,1220,116,26,13,0,0,0,1376
303011050,617,73,20,0,0,0,4,712
303011051,2262,162,59,10,0,0,7,2505
303021052,909,72,18,7,0,0,3,1017
303021053,1692,122,43,11,0,0,3,1874
303021054,403,46,18,0,0,0,0,469
303021055,789,63,15,4,0,0,0,869
303021056,1058,93,35,7,0,0,3,1198
303021057,747,47,15,5,0,0,0,812
303021058,401,42,7,4,0,0,0,454
303021059,953,102,22,0,0,0,3,1086
303031060,1843,151,32,19,0,0,9,2056
303031061,521,41,12,7,0,0,3,590
303031062,1178,81,26,11,0,0,10,1309
303031063,1701,148,51,11,0,0,4,1914
303031064,1727,129,28,15,0,0,0,1906
303031065,883,82,31,5,0,0,0,1009
303031066,1530,87,45,14,0,5,4,1687
303041067,499,32,19,5,0,0,0,551
303041068,1080,84,15,11,0,0,0,1184
303041069,470,41,3,11,0,0,4,531
303041070,812,48,26,0,0,0,3,900
303041071,1511,97,40,9,0,0,3,1663
303051072,1000,93,35,17,6,0,4,1155
303051073,3053,212,83,32,4,0,9,3397
303051074,1528,112,55,24,3,0,3,1732
303051075,2314,190,69,24,3,0,12,2617
303051076,727,67,38,19,0,0,4,860
303061077,1274,76,27,8,0,0,7,1388
303061078,1608,124,36,21,4,0,8,1813
303061079,809,57,24,13,0,0,3,902
303061080,1990,171,71,31,0,0,15,2274
304011081,944,81,24,13,0,0,5,1060
304011082,869,90,26,3,0,0,0,991
304011083,501,56,16,3,0,0,0,575
304011084,1322,108,21,4,0,0,4,1461
304011085,627,58,10,6,0,0,3,701
304021086,1417,148,52,9,0,0,0,1636
304021087,942,80,22,4,0,0,0,1054
304021088,1556,117,19,8,0,0,0,1697
304021089,698,44,8,4,0,0,0,759
304021090,1294,109,30,11,0,0,0,1454
304021091,813,46,21,0,3,0,0,890
304031092,1104,67,23,4,0,0,0,1200
304031093,636,55,16,7,0,0,3,720
304031094,1465,88,18,7,0,0,0,1588
304031095,723,62,13,6,0,0,4,801
304031096,794,58,9,0,0,0,0,865
304031097,754,54,15,4,0,0,0,831
304041098,819,91,14,0,0,0,0,926
304041099,3,0,0,0,0,0,0,3
304041100,684,83,18,10,0,0,6,793
304041101,1047,89,26,8,5,0,4,1170
304041102,0,0,0,0,0,0,0,0
304041103,2308,194,67,9,0,0,0,2577
304041104,1623,162,50,8,0,0,4,1848
305011105,432,81,7,0,0,0,4,526
305011106,240,33,5,0,0,0,0,285
305011107,508,55,10,7,0,0,0,582
305011108,374,56,0,0,0,0,0,437
305011109,721,68,13,5,0,0,5,813
305011110,620,81,3,0,0,0,0,703
305011111,336,27,5,0,0,0,0,367
305011112,1107,122,29,6,0,0,3,1271
305021113,558,39,12,0,6,0,0,619
305021114,791,98,21,0,0,0,3,915
305021115,397,66,8,6,0,0,0,472
305021116,641,56,9,0,0,0,4,709
305021117,1354,150,24,5,0,0,0,1539
305021118,819,71,16,0,0,0,0,912
305031119,233,16,7,0,0,0,0,253
305031120,713,51,7,0,0,0,0,776
305031121,526,59,14,0,0,0,3,602
305031122,976,72,29,0,0,0,0,1083
305031123,675,48,17,0,0,0,0,741
305031124,442,48,7,3,0,0,5,503
305031125,648,54,14,5,0,0,0,722
305031126,716,75,12,7,0,0,0,811
305031127,505,37,13,0,0,0,0,556
305031128,633,106,13,3,0,0,0,756
305031129,511,40,4,4,0,0,0,560
305031130,667,67,7,0,0,0,0,745
305031131,1010,56,22,3,3,0,0,1097
305041132,1854,111,42,4,0,0,0,2013
305041133,459,39,3,0,0,0,0,502
305041134,1407,94,33,6,0,0,0,1544
305041135,1050,94,26,0,0,0,0,1173
305041136,557,50,13,0,0,0,3,622
305041137,899,77,14,0,0,0,6,988
306011138,638,92,31,10,0,0,6,772
306011139,973,146,32,8,0,0,5,1159
306011140,336,46,8,0,0,0,3,398
306011141,1646,210,58,16,0,0,5,1940
306011142,1513,247,89,20,0,0,15,1879
306011143,337,62,16,3,4,0,9,432
306021144,749,119,64,24,8,7,13,977
306021145,413,76,18,8,4,0,7,514
306021146,692,89,29,9,5,0,12,836
306021147,1001,179,87,23,3,0,10,1296
306021148,890,142,45,16,5,4,0,1110
306021149,899,129,36,21,3,0,8,1101
306021150,0,0,0,0,0,0,0,0
306021151,299,43,23,14,0,0,4,387
306021152,257,42,20,8,0,0,3,328
306021153,880,119,42,22,0,0,5,1072
306021154,276,42,19,10,5,0,3,357
306021155,314,58,32,9,0,0,3,426
306021156,672,94,24,7,3,0,4,803
306021157,276,56,24,8,0,0,5,377
306031158,395,24,16,9,0,0,4,454
306031159,620,75,40,17,3,0,5,771
306031160,680,63,30,9,0,5,10,792
306031161,762,91,29,5,4,0,7,900
306031162,0,0,0,0,0,0,0,0
306031163,179,15,7,24,0,0,3,223
306041164,486,49,32,7,0,4,3,574
306041165,326,37,16,0,0,0,3,391
306051166,803,98,50,11,0,0,6,977
306051167,284,32,19,8,3,4,14,369
306051168,364,33,13,9,8,0,4,436
306051169,723,62,26,8,0,0,10,838
306051170,878,81,64,15,0,3,16,1063
307011171,374,37,17,5,0,0,3,436
307011172,767,64,43,0,0,4,3,889
307011173,576,43,26,9,4,0,7,664
307011174,328,28,27,0,0,0,6,388
307011175,309,27,19,5,0,0,4,359
307011176,536,95,50,3,0,0,7,695
307011177,573,67,21,3,0,0,9,664
307011178,266,17,13,5,0,0,7,315
307021179,704,51,42,12,3,0,6,820
307021180,609,79,52,16,0,4,7,765
307021181,250,16,18,0,0,0,3,293
307021182,532,43,34,9,3,0,5,623
307021183,1435,209,97,22,3,6,17,1788
307031184,458,40,28,3,4,0,4,534
307031185,368,29,14,0,0,0,6,422
307031186,388,25,18,9,0,0,8,446
307031187,339,30,29,6,0,0,5,410
307031188,495,45,30,5,0,0,0,573
307031189,1074,169,91,9,4,0,14,1368
308011190,570,62,38,9,0,3,5,697
308011191,668,61,37,7,0,0,0,776
308011192,1358,254,96,18,4,4,9,1749
308031205,420,118,43,11,5,0,16,605
308031206,165,25,10,0,0,0,8,205
308031207,358,64,35,6,0,0,4,468
308031208,796,152,47,9,4,0,8,1018
308031209,544,57,17,4,0,0,6,625
308031210,1018,246,121,10,8,3,14,1426
308031211,357,71,43,10,8,0,7,489
308031212,130,19,10,3,3,0,9,175
308031213,985,177,70,20,3,0,13,1269
308031214,351,84,37,8,0,0,8,484
308031215,605,146,63,5,5,3,0,825
308031216,420,84,29,9,3,0,3,551
308031217,137,24,12,7,5,0,6,180
308031218,330,46,20,4,0,0,3,395
308031219,439,37,25,7,0,0,4,511
308031220,281,24,9,6,0,0,0,328
308031221,0,0,0,0,0,0,0,0
308031222,628,89,26,6,0,0,4,754
308031223,1616,352,103,10,0,3,22,2103
308041528,832,63,48,9,0,0,3,951
308041529,526,44,36,4,0,0,0,611
308051530,440,46,27,10,0,0,10,530
308051531,993,159,59,11,4,0,12,1228
308051532,0,0,0,0,0,0,0,0
308051533,1366,240,100,14,5,5,17,1740
308051534,384,67,24,3,0,0,7,486
308051535,1151,161,103,13,0,0,12,1443
308051536,314,47,24,0,0,0,3,395
308051537,0,0,0,0,0,0,0,0
308051538,639,82,48,3,4,0,7,785
308051539,303,67,29,6,0,0,3,408
309011224,800,97,37,3,0,0,0,935
309011225,582,84,8,4,0,0,0,684
309011226,1560,164,54,6,4,0,8,1803
309011227,680,73,18,4,0,0,4,777
309011228,1285,109,35,4,4,0,7,1447
309011229,597,72,20,4,0,0,0,695
309021230,288,56,16,0,0,0,0,365
309021231,1030,149,39,3,0,0,7,1237
309021232,1024,118,49,10,3,0,3,1215
309021233,1347,167,47,11,6,0,4,1584
309021234,1406,176,49,10,0,0,9,1650
309031235,1134,142,56,8,0,0,8,1345
309031236,634,88,26,0,0,0,0,752
309031237,670,118,37,10,0,0,10,840
309031238,1066,156,45,6,0,0,8,1292
309031239,838,87,39,0,0,0,0,979
309031240,666,93,31,11,0,0,9,799
309041241,430,49,23,4,0,0,4,509
309041242,1556,198,74,21,3,0,9,1861
309051243,899,87,31,9,0,0,9,1033
309051244,2409,257,116,19,0,0,15,2811
309051245,1142,109,49,6,0,0,0,1317
309061246,1250,155,55,13,4,0,4,1474
309061247,890,126,45,8,0,0,7,1076
309061248,1999,230,128,29,5,0,14,2416
309061249,2196,276,168,20,3,0,12,2675
309061250,1027,101,39,10,0,0,6,1180
309071251,1998,308,196,20,3,6,11,2548
309071252,2148,291,108,23,5,0,14,2588
309071253,1259,157,40,10,5,0,5,1470
309071254,495,67,19,3,0,0,6,600
309071256,2159,248,121,20,3,3,11,2577
309071552,1187,188,102,4,4,0,3,1493
309071553,1424,214,101,17,3,0,10,1771
309071554,1027,143,72,5,0,0,5,1253
309071555,957,168,112,21,6,5,10,1277
309071556,1529,172,91,11,5,0,7,1821
309071557,2161,320,173,39,0,6,15,2714
309071558,735,98,53,6,0,0,10,909
309081259,446,46,18,5,0,0,0,524
309081260,701,83,39,3,0,0,0,823
309081262,1531,224,71,11,3,0,5,1841
309081559,1768,220,65,10,3,0,7,2077
309081560,707,106,29,7,0,0,0,853
309091263,1198,120,51,9,4,0,9,1392
309091264,678,92,42,8,0,0,3,820
309091265,906,114,51,11,3,0,0,1082
309091540,747,105,22,6,0,0,3,882
309091541,1197,163,37,11,4,0,11,1420
309101267,1115,134,46,3,4,0,3,1301
309101268,510,59,16,10,0,0,0,594
309101269,174,21,0,0,0,0,0,203
309101561,428,65,16,3,0,0,0,520
309101562,617,107,20,0,4,0,3,744
310011271,486,39,17,6,0,0,0,556
310011272,797,66,32,19,3,0,9,927
310011274,1584,163,95,52,9,5,17,1935
310011275,988,91,38,10,0,0,0,1129
310011276,198,20,15,9,0,0,3,246
310011563,1036,93,49,14,4,4,4,1216
310011564,2563,265,107,39,0,0,18,2996
310021277,1129,123,63,13,4,0,12,1344
310021278,318,42,30,0,0,0,6,401
310021279,0,0,0,0,0,0,0,0
310021280,1716,312,139,37,5,8,27,2235
310021281,1261,179,119,24,3,0,20,1603
310021282,1101,180,90,24,0,4,23,1419
310031283,917,158,98,18,7,0,9,1200
310031284,657,117,60,18,4,3,12,872
310031285,652,91,64,6,0,0,6,820
310031286,472,85,24,7,0,0,3,587
310031287,1267,207,114,19,5,0,22,1642
310031288,537,72,32,3,0,0,4,652
310031289,869,92,50,11,0,0,8,1029
310031290,811,66,29,10,0,0,0,918
310031291,502,102,59,9,7,0,12,693
310031292,444,71,44,5,3,0,3,578
310031293,1424,246,118,15,7,0,16,1825
310031294,1432,229,124,13,3,0,12,1808
310031295,161,40,20,8,4,0,8,230
310041297,912,113,56,20,4,0,10,1115
310041298,0,0,0,0,0,0,0,0
310041299,1137,156,80,29,9,0,3,1415
310041300,852,86,88,33,4,0,5,1074
310041301,0,0,0,0,0,0,0,0
310041302,2114,250,228,60,10,6,19,2697
310041303,855,116,59,13,0,0,9,1052
310041304,3037,374,177,36,3,0,16,3646
310041565,1374,133,51,8,3,4,0,1579
310041566,897,110,95,16,9,3,3,1121
311011305,1081,148,90,13,4,3,10,1352
311021306,490,104,34,6,3,0,6,654
311021307,815,108,87,15,3,0,15,1048
311021308,881,140,81,20,4,6,4,1128
311021309,500,76,30,8,3,0,3,623
311021310,888,170,86,9,5,0,6,1166
311031311,1675,218,120,31,6,7,21,2077
311031312,710,88,69,15,0,0,7,888
311031313,804,119,67,10,3,0,10,1021
311031314,1018,164,92,38,5,3,16,1334
311031315,0,0,0,0,0,0,0,0
311031316,925,120,70,18,0,0,8,1137
311031317,1439,155,149,38,6,0,17,1803
311031318,509,59,32,7,0,0,6,620
311031319,1820,225,105,32,3,3,21,2209
311041322,948,125,68,19,3,0,7,1164
311041567,760,123,58,19,3,0,6,967
311041568,1426,164,93,15,0,0,8,1708
311041569,824,101,44,20,0,5,11,1006
311041570,2110,255,149,26,7,9,17,2560
311041571,934,170,141,15,0,0,5,1273
311051323,893,123,99,14,3,0,9,1140
311051324,1093,130,41,10,4,0,3,1278
311051325,1187,158,87,23,0,0,3,1459
311051326,956,120,63,26,9,0,10,1174
311051327,1478,169,59,19,4,0,15,1743
311051328,608,77,48,16,0,3,4,757
311061329,784,91,32,12,0,0,7,922
311061330,720,86,60,27,4,0,6,907
311061331,460,52,26,16,0,6,14,565
311061332,1848,188,58,17,3,0,11,2127
311061333,787,110,43,25,6,0,8,982
311061334,956,111,53,12,4,0,3,1143
311061335,905,68,25,13,0,0,6,1017
311061336,860,95,60,30,5,0,6,1060
312011337,665,99,52,13,3,0,17,848
312011338,625,62,36,6,0,0,0,734
312011339,361,26,16,0,0,0,0,405
312011340,284,37,16,4,0,0,8,350
312011341,907,133,68,11,0,0,3,1124
312021342,1304,276,109,17,5,0,19,1737
312021343,263,52,26,0,0,0,3,346
312021344,1332,276,108,18,4,0,3,1749
312021345,0,0,0,0,0,0,0,0
312021346,159,40,10,0,0,0,4,217
312021347,34,13,0,0,0,0,0,48
312021348,1224,173,65,15,0,0,9,1497
312021349,431,87,27,9,0,0,3,555
312021350,564,108,39,7,0,0,3,725
312021351,897,170,59,3,0,0,0,1133
312021352,1081,116,68,15,0,0,16,1299
312021353,774,72,43,12,0,0,4,916
312021354,569,139,39,7,3,0,0,765
312021355,238,45,24,0,5,0,0,318
312021356,495,103,38,8,5,0,6,655
312021357,868,114,62,4,0,0,4,1053
312021358,489,84,34,4,0,0,4,611
312031359,836,227,67,4,0,0,0,1146
312031360,0,0,0,0,0,0,0,0
312031361,773,92,41,7,0,0,8,926
313011362,1056,232,96,17,0,0,13,1419
313011363,917,193,55,23,4,0,16,1203
313021364,754,124,56,12,5,0,8,950
313021366,1608,301,198,37,9,4,21,2174
313021367,493,82,30,9,0,0,4,619
313021368,887,174,110,17,3,3,14,1204
313021369,450,55,20,11,0,0,5,543
313021572,1208,269,146,22,4,0,15,1666
313021573,940,141,99,20,8,0,13,1218
313031370,453,50,39,6,0,0,6,562
313031371,695,105,57,5,8,0,13,883
313041372,1530,250,126,18,9,4,8,1945
313041373,1611,295,131,46,9,0,16,2115
313041374,604,88,41,5,4,3,4,753
313041375,2461,388,224,23,12,4,8,3116
313041376,368,45,24,3,4,0,4,447
313051377,622,123,29,3,3,3,11,799
313051378,771,152,38,7,4,0,3,975
313051379,573,114,38,6,0,0,8,746
313051380,1309,217,116,31,3,4,9,1687
313051574,3,0,0,0,0,0,0,3
313051575,1310,186,76,12,4,0,4,1592
314011382,2101,202,87,12,0,0,6,2423
314011383,2669,295,130,9,5,0,8,3124
314011384,1070,106,49,14,0,0,3,1244
314011385,1141,113,43,5,0,0,10,1315
314011386,2974,320,118,11,5,5,13,3440
314011387,1647,132,48,12,0,0,6,1847
314021389,2613,328,155,31,3,0,10,3150
314021576,435,65,35,8,0,0,0,548
314021577,1791,303,146,28,13,0,12,2290
314021578,1918,212,118,24,3,4,6,2284
314021579,2809,385,147,20,4,4,16,3377
314031391,1035,137,86,18,0,0,9,1286
314031392,615,81,53,7,4,0,4,762
314031393,925,129,43,8,5,0,10,1114
314031394,1216,146,89,16,7,0,8,1483
315011395,70,3,5,5,0,0,7,92
315011396,452,67,39,24,6,0,18,609
315011397,65,12,8,0,0,0,0,77
315011398,89,19,9,19,8,0,3,132
315011399,186,30,26,11,3,4,9,257
315011400,406,40,18,10,0,0,3,469
315011401,242,34,22,23,5,0,8,332
315011402,295,23,27,48,4,0,14,411
315011403,405,73,35,10,5,0,3,525
315021404,287,41,13,45,4,0,11,408
315021405,1540,232,123,33,7,3,22,1956
315021406,239,28,22,6,0,0,3,310
315021407,242,16,17,4,0,0,0,283
315031408,392,38,12,3,0,0,3,446
315031409,281,41,15,0,0,0,5,341
315031410,138,23,6,0,0,0,4,164
315031411,201,26,17,5,4,0,3,254
315031412,272,30,21,3,0,0,3,323
316011413,1743,177,58,13,4,0,4,2002
316011414,1860,228,56,12,0,0,8,2163
316011415,1320,178,59,7,4,0,9,1579
316011416,934,147,66,4,3,0,0,1152
316021417,972,134,46,6,0,0,10,1170
316021418,587,101,23,5,0,0,8,715
316021419,277,56,15,0,0,0,3,351
316021421,1016,119,28,13,0,0,10,1193
316021422,675,87,27,5,0,0,4,795
316021423,942,128,43,0,0,0,4,1117
316021424,884,156,51,5,9,0,3,1101
316021580,1711,264,100,16,5,3,7,2098
316021581,1303,223,85,16,0,4,8,1644
316031425,1521,184,39,8,0,0,5,1757
316031426,890,139,38,3,5,0,3,1082
316031427,1347,185,52,14,0,0,9,1609
316031428,850,109,20,4,3,0,9,986
316051434,356,29,11,0,0,0,0,399
316051435,621,96,20,0,0,0,0,740
316051437,632,75,20,3,0,0,5,727
316051438,801,122,34,7,0,0,9,977
316051543,430,31,16,4,0,0,0,482
316051544,1202,158,55,3,0,0,5,1429
316061439,873,127,56,4,6,0,3,1066
316061440,621,65,38,6,0,0,3,732
316061441,611,93,50,11,0,0,3,763
316061442,1748,236,94,16,0,0,11,2097
316061443,570,58,15,3,0,0,5,646
316061444,1155,149,62,14,5,0,8,1387
316071545,1129,125,57,6,4,0,8,1334
316071546,486,52,14,3,0,0,3,562
316071547,1270,170,56,19,7,0,11,1529
316071548,1930,307,137,17,5,0,5,2409
316081549,2281,284,84,27,3,0,21,2703
317011445,919,117,38,13,0,0,3,1094
317011446,1136,132,75,14,0,0,10,1364
317011447,684,121,65,15,0,0,9,895
317011448,553,66,31,10,0,0,3,662
317011449,830,126,64,10,0,0,9,1037
317011450,1648,204,94,17,0,0,9,1968
317011451,1239,122,65,19,0,0,21,1469
317011452,851,88,24,6,0,0,7,984
317011453,607,88,34,14,4,3,7,749
317011454,429,66,33,9,0,0,7,537
317011455,800,85,31,4,0,0,0,923
317011456,993,121,61,4,0,0,7,1189
317011457,955,96,36,7,0,0,4,1099
317011458,1533,216,94,29,0,3,6,1884
317011459,843,133,90,12,4,0,15,1095
318011460,659,87,34,0,6,0,7,793
318011461,705,76,24,4,0,0,8,816
318011462,453,53,40,8,6,0,8,564
318011463,327,36,15,8,0,0,5,383
318011464,288,33,21,4,0,0,0,345
318011465,522,30,17,9,0,0,7,584
318011466,100,13,10,15,0,4,12,157
318021467,316,80,29,6,0,0,0,426
318021468,882,137,46,15,0,0,3,1085
318021469,282,27,15,4,0,0,0,327
318021470,963,199,63,5,4,0,10,1237
318021471,741,146,83,25,7,3,14,1018
318021472,434,74,36,7,4,0,3,555
318021474,623,76,22,3,0,0,0,722
318021475,334,61,25,4,0,0,0,419
318021476,513,100,34,9,3,0,3,656
318021477,234,60,22,8,0,0,3,325
318021478,348,62,12,0,0,0,3,423
318021479,334,55,17,3,0,0,3,415
318021480,816,185,96,22,6,3,14,1135
318021481,472,107,55,8,4,0,10,652
318021482,1375,258,97,10,0,0,13,1758
318021483,109,12,3,0,0,0,0,131
318021484,1026,170,55,6,3,0,6,1269
318021485,246,37,17,5,0,0,3,310
318021486,491,110,37,6,3,0,6,663
318021487,631,100,37,9,0,0,10,780
318021488,297,61,17,8,0,0,0,380
318021489,450,62,22,7,0,0,3,542
318021490,479,82,12,0,3,0,6,586
318021491,347,79,33,9,0,0,7,471
318021582,2140,413,175,24,4,0,14,2766
318021583,533,117,51,8,4,0,4,720
319011492,439,53,47,3,0,0,4,545
319011493,1391,228,87,14,3,0,9,1730
319011494,534,85,56,7,0,0,3,684
319011495,288,45,22,6,0,0,5,367
319011496,474,65,36,8,3,0,0,587
319011497,429,86,35,15,3,0,5,574
319011498,736,101,30,14,6,0,13,894
319011499,708,91,40,12,0,0,13,864
319011500,496,71,46,9,6,0,0,624
319011501,388,67,35,8,3,0,8,508
319011502,724,125,57,16,6,6,3,938
319021503,447,47,27,0,0,0,3,526
319021504,342,48,14,8,0,0,8,414
319021505,756,111,63,5,0,0,10,946
319021506,575,67,37,18,3,3,19,716
319021507,351,40,27,5,6,0,6,430
319021508,254,23,11,3,0,0,6,305
319021509,536,95,39,19,3,0,15,715
319021510,0,0,0,0,0,0,0,0
319031511,282,28,14,7,0,0,0,330
319031512,966,174,95,13,0,3,19,1270
319031513,578,90,45,8,0,0,8,729
319031514,1740,229,114,25,5,4,20,2140
319031515,299,29,15,0,3,0,4,354
319041516,451,84,35,13,0,0,4,589
319041517,504,92,25,0,0,0,5,630
319041518,911,171,86,15,5,3,11,1203
319041519,333,58,25,3,5,0,0,422
319041520,861,164,77,12,0,0,13,1135
319041521,988,169,60,14,3,0,20,1250
319051522,629,95,48,16,0,0,10,796
319051523,219,30,17,0,3,0,0,272
319051524,1018,206,105,26,3,0,19,1377
319051525,581,99,45,0,0,0,3,735
319051526,479,75,25,6,0,0,6,597
397979799,0,0,0,0,0,0,0,0
399999499,0,0,0,0,0,0,0,0
401011001,520,52,7,0,0,0,0,576
401011002,368,23,3,0,0,0,3,398
401021003,830,69,32,7,0,0,5,946
401021004,2336,150,64,7,0,0,3,2565
401021005,527,46,17,0,0,0,0,592
401021006,1014,79,43,5,0,0,9,1141
401021007,2353,194,124,8,3,0,5,2692
401021008,763,57,47,11,0,0,7,885
401021009,623,49,28,9,0,0,0,709
401021010,726,50,30,0,0,0,0,815
401031011,2378,113,45,14,0,0,0,2551
401031012,1388,62,27,16,0,0,5,1502
401031013,1948,72,30,8,0,0,6,2059
401041014,1326,63,31,7,0,0,0,1428
401041015,2268,153,48,27,0,0,3,2497
401041016,2842,135,64,20,0,0,9,3070
401051017,824,72,19,0,7,0,0,920
401051018,1349,64,20,6,0,0,0,1439
401051019,1492,60,33,5,0,0,4,1591
401061020,789,38,14,0,0,0,0,850
401061021,1786,114,40,9,0,0,0,1953
401061022,828,41,14,3,0,0,3,895
401071023,1847,99,57,3,0,0,9,2022
401071024,2275,115,44,6,0,0,4,2450
402011025,1073,117,62,23,0,0,7,1277
402011026,1815,211,124,15,9,0,6,2181
402011027,741,81,55,12,4,0,10,906
402021028,2007,231,156,36,11,0,23,2453
402021029,1318,201,134,48,10,3,21,1739
402021030,696,68,55,11,0,0,10,842
402021031,1174,127,86,22,6,3,19,1436
402021032,1692,157,119,33,3,0,11,2026
402021033,320,19,16,4,0,0,3,360
402021034,726,107,88,23,5,3,10,958
402021035,583,40,27,3,0,0,3,660
402031036,2543,144,71,39,0,0,9,2807
402031038,2552,138,54,30,9,3,8,2787
402031175,2017,106,48,40,0,0,5,2198
402031176,1143,72,36,16,0,0,3,1259
402041039,0,0,0,0,0,0,0,0
402041040,1551,96,63,29,0,0,3,1753
402041041,1578,121,74,20,0,0,7,1811
402041042,0,0,0,0,0,0,0,0
402041043,2100,130,88,46,9,0,24,2390
402041044,1827,182,119,39,5,7,17,2195
402041046,1673,120,105,22,0,0,20,1940
402041047,1776,166,129,30,0,0,14,2121
402041048,1674,184,132,27,3,6,22,2051
402041171,1590,106,50,17,0,0,3,1769
402041172,832,53,37,18,0,0,3,946
402051049,1193,106,38,9,3,0,0,1354
402051050,1102,123,42,13,4,0,3,1281
402051051,1314,119,37,15,0,0,3,1494
402051052,1640,130,54,23,4,0,6,1852
402051053,2213,205,68,19,5,0,14,2529
402051054,1901,164,80,17,4,0,5,2169
402051055,1360,93,53,13,0,0,6,1527
403011056,1472,119,41,3,0,0,9,1654
403011057,1702,134,53,9,0,0,8,1898
403021058,1350,86,37,15,0,0,4,1491
403021059,1517,125,61,6,0,3,0,1715
403021060,1101,88,50,5,9,0,3,1251
403021061,1416,94,46,21,4,0,4,1580
403021062,1601,120,44,13,0,0,8,1785
403021063,1381,109,56,4,5,0,6,1562
403021064,1430,119,46,13,0,0,5,1613
403031065,606,61,20,0,0,0,0,690
403031066,751,50,17,3,0,0,5,827
403031067,1716,105,48,3,0,0,8,1887
403031068,2023,110,36,5,0,0,5,2185
403031069,2047,117,53,3,0,0,4,2230
403031070,877,76,19,5,0,0,6,979
403041071,1412,117,49,4,0,0,0,1588
403041072,1379,167,136,11,4,0,14,1707
403041073,627,92,62,12,5,0,9,801
403041074,798,104,64,13,3,0,9,993
403041075,337,23,11,4,0,0,0,377
403041076,587,40,22,4,0,0,0,655
403041077,1340,115,54,4,0,0,0,1513
403041078,610,72,50,4,3,0,10,755
403041079,534,70,56,13,3,0,4,685
403041080,1491,123,81,9,6,0,6,1716
403041081,0,0,0,0,0,0,0,0
403041082,0,0,0,0,0,0,0,0
403041083,784,74,37,5,0,0,0,899
403041084,1165,145,85,17,3,0,6,1430
403041085,760,106,65,0,0,0,7,939
403041086,978,114,47,6,0,0,9,1151
403041088,386,34,16,0,0,0,3,441
403041089,1340,92,73,14,5,0,4,1519
403041177,1312,171,105,15,3,0,17,1631
403041178,1123,110,61,13,0,5,11,1322
404011090,946,71,27,13,0,0,6,1047
404011091,1760,97,54,19,0,0,0,1937
404011092,1852,113,45,9,0,0,5,2023
404011093,1715,91,32,11,3,0,13,1864
404011094,644,60,14,9,0,0,3,733
404011095,1656,120,50,11,3,0,6,1846
404011096,1349,128,51,10,0,0,10,1545
404011097,1932,125,68,26,3,0,7,2163
404021098,0,0,0,0,0,0,0,0
404021099,1291,122,50,13,5,0,6,1484
404021100,1272,139,77,13,0,0,14,1515
404021101,943,115,54,21,6,3,4,1140
404021102,1986,116,55,38,0,0,13,2220
404021103,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0
404031105,336,19,10,0,0,0,0,368
404031106,1517,82,27,5,0,0,0,1638
404031107,2521,169,56,13,0,0,15,2773
